Province/State,Country/Region,Lat,Long,Date,Deaths
Xinjiang,China,41.1129,85.2401,02-01-2020 ,0
Jilin,China,43.6661,126.1923,02-01-2020 ,0
,Singapore,1.2833,103.8333,02-01-2020 ,0
Hong Kong,Hong Kong,22.3,114.2,02-01-2020 ,0
,South Korea,36,128,02-01-2020 ,0
Taiwan,Taiwan,23.7,121,02-01-2020 ,0
Qinghai,China,35.7452,95.9956,02-01-2020 ,0
,Malaysia,2.5,112.5,02-01-2020 ,0
,Germany,51,9,02-01-2020 ,0
Macau,Macau,22.1667,113.55,02-01-2020 ,0
,France,47,2,02-01-2020 ,0
,Vietnam,16,108,02-01-2020 ,0
New South Wales,Australia,-33.8688,151.2093,02-01-2020 ,0
Victoria,Australia,-37.8136,144.9631,02-01-2020 ,0
,United Arab Emirates,24,54,02-01-2020 ,0
Queensland,Australia,-28.0167,153.4,02-01-2020 ,0
Ontario,Canada,51.2538,-85.3232,02-01-2020 ,0
,Italy,43,12,02-01-2020 ,0
,Russia,60,90,02-01-2020 ,0
,UK,55,-3,02-01-2020 ,0
"Chicago, IL",US,41.8781,-87.6298,02-01-2020 ,0
"Chicago, IL",US,41.8781,-87.6298,02-01-2020 ,0
South Australia,Australia,-34.9285,138.6007,02-01-2020 ,0
,Cambodia,11.55,104.9167,02-01-2020 ,0
British Columbia,Canada,49.2827,-123.1207,02-01-2020 ,0
,Finland,64,26,02-01-2020 ,0
,India,21,78,02-01-2020 ,0
Tibet,China,31.6927,88.0924,02-01-2020 ,0
,Nepal,28.1667,84.25,02-01-2020 ,0
,Philippines,13,122,02-01-2020 ,0
,Spain,40,-4,02-01-2020 ,0
,Sri Lanka,7,81,02-01-2020 ,0
,Sweden,63,16,02-01-2020 ,0
"Boston, MA",US,42.3601,-71.0589,02-01-2020 ,0
"Boston, MA",US,42.3601,-71.0589,02-01-2020 ,0
"Los Angeles, CA",US,34.0522,-118.2437,02-01-2020 ,0
"Orange, CA",US,33.7879,-117.8531,02-01-2020 ,0
"Orange, CA",US,33.7879,-117.8531,02-01-2020 ,0
"Santa Clara, CA",US,37.3541,-121.9552,02-01-2020 ,0
"Santa Clara, CA",US,37.3541,-121.9552,02-01-2020 ,0
"Seattle, WA",US,47.6062,-122.3321,02-01-2020 ,0
"Seattle, WA",US,47.6062,-122.3321,02-01-2020 ,0
"Tempe, AZ",US,33.4255,-111.94,02-01-2020 ,0
"Tempe, AZ",US,33.4255,-111.94,02-01-2020 ,0
Hubei,China,30.9756,112.2707,02-02-2020 ,350
Zhejiang,China,29.1832,120.0934,02-02-2020 ,0
Guangdong,China,23.3417,113.4244,02-02-2020 ,0
Henan,China,33.88202,113.614,02-02-2020 ,2
Hunan,China,27.6104,111.7088,02-02-2020 ,0
Anhui,China,31.8257,117.2264,02-02-2020 ,0
Jiangxi,China,27.614,115.7221,02-02-2020 ,0
Chongqing,China,30.0572,107.874,02-02-2020 ,2
Jiangsu,China,32.9711,119.455,02-02-2020 ,0
Sichuan,China,30.6171,102.7103,02-02-2020 ,1
Shandong,China,36.3427,118.1498,02-02-2020 ,0
Beijing,China,40.1824,116.4142,02-02-2020 ,1
Shanghai,China,31.202,121.4491,02-02-2020 ,1
Fujian,China,26.0789,117.9874,02-02-2020 ,0
Shaanxi,China,35.1917,108.8701,02-02-2020 ,0
Guangxi,China,23.8298,108.7881,02-02-2020 ,0
Yunnan,China,24.974,101.487,02-02-2020 ,0
Hebei,China,38.0428,114.5149,02-02-2020 ,1
Heilongjiang,China,47.862,127.7615,02-02-2020 ,2
Liaoning,China,41.2956,122.6085,02-02-2020 ,0
Shanxi,China,37.5777,112.2922,02-02-2020 ,0
Hainan,China,19.1959,109.7453,02-02-2020 ,1
Gansu,China,36.0611,103.8343,02-02-2020 ,0
Tianjin,China,39.3054,117.323,02-02-2020 ,0
Guizhou,China,26.8154,106.8748,02-02-2020 ,0
Ningxia,China,37.2692,106.1655,02-02-2020 ,0
Inner Mongolia,China,44.0935,113.9448,02-02-2020 ,0
Jilin,China,43.6661,126.1923,02-02-2020 ,0
Xinjiang,China,41.1129,85.2401,02-02-2020 ,0
,Japan,36,138,02-02-2020 ,0
,Thailand,15,101,02-02-2020 ,0
,Singapore,1.2833,103.8333,02-02-2020 ,0
Hong Kong,Hong Kong,22.3,114.2,02-02-2020 ,0
,South Korea,36,128,02-02-2020 ,0
Qinghai,China,35.7452,95.9956,02-02-2020 ,0
,Germany,51,9,02-02-2020 ,0
Taiwan,Taiwan,23.7,121,02-02-2020 ,0
Macau,Macau,22.1667,113.55,02-02-2020 ,0
,Malaysia,2.5,112.5,02-02-2020 ,0
,France,47,2,02-02-2020 ,0
,Vietnam,16,108,02-02-2020 ,0
,United Arab Emirates,24,54,02-02-2020 ,0
New South Wales,Australia,-33.8688,151.2093,02-02-2020 ,0
Victoria,Australia,-37.8136,144.9631,02-02-2020 ,0
Ontario,Canada,51.2538,-85.3232,02-02-2020 ,0
Queensland,Australia,-28.0167,153.4,02-02-2020 ,0
South Australia,Australia,-34.9285,138.6007,02-02-2020 ,0
,India,21,78,02-02-2020 ,0
,Italy,43,12,02-02-2020 ,0
,Philippines,13,122,02-02-2020 ,1
,Russia,60,90,02-02-2020 ,0
,UK,55,-3,02-02-2020 ,0
"Chicago, IL",US,41.8781,-87.6298,02-02-2020 ,0
"Chicago, IL",US,41.8781,-87.6298,02-02-2020 ,0
,Cambodia,11.55,104.9167,02-02-2020 ,0
British Columbia,Canada,49.2827,-123.1207,02-02-2020 ,0
,Finland,64,26,02-02-2020 ,0
Tibet,China,31.6927,88.0924,02-02-2020 ,0
,Nepal,28.1667,84.25,02-02-2020 ,0
,Spain,40,-4,02-02-2020 ,0
,Sri Lanka,7,81,02-02-2020 ,0
,Sweden,63,16,02-02-2020 ,0
"Boston, MA",US,42.3601,-71.0589,02-02-2020 ,0
"Boston, MA",US,42.3601,-71.0589,02-02-2020 ,0
"Los Angeles, CA",US,34.0522,-118.2437,02-02-2020 ,0
"Orange, CA",US,33.7879,-117.8531,02-02-2020 ,0
"Orange, CA",US,33.7879,-117.8531,02-02-2020 ,0
"Santa Clara, CA",US,37.3541,-121.9552,02-02-2020 ,0
"Santa Clara, CA",US,37.3541,-121.9552,02-02-2020 ,0
"Seattle, WA",US,47.6062,-122.3321,02-02-2020 ,0
"Seattle, WA",US,47.6062,-122.3321,02-02-2020 ,0
"Tempe, AZ",US,33.4255,-111.94,02-02-2020 ,0
"Tempe, AZ",US,33.4255,-111.94,02-02-2020 ,0
Hubei,China,30.9756,112.2707,02-03-2020 ,414
Guangdong,China,23.3417,113.4244,02-03-2020 ,0
Zhejiang,China,29.1832,120.0934,02-03-2020 ,0
Henan,China,33.88202,113.614,02-03-2020 ,2
Hunan,China,27.6104,111.7088,02-03-2020 ,0
Anhui,China,31.8257,117.2264,02-03-2020 ,0
Jiangxi,China,27.614,115.7221,02-03-2020 ,0
Chongqing,China,30.0572,107.874,02-03-2020 ,2
Jiangsu,China,32.9711,119.455,02-03-2020 ,0
Shandong,China,36.3427,118.1498,02-03-2020 ,0
Sichuan,China,30.6171,102.7103,02-03-2020 ,1
Beijing,China,40.1824,116.4142,02-03-2020 ,1
Shanghai,China,31.202,121.4491,02-03-2020 ,1
Fujian,China,26.0789,117.9874,02-03-2020 ,0
Shaanxi,China,35.1917,108.8701,02-03-2020 ,0
Guangxi,China,23.8298,108.7881,02-03-2020 ,0
Heilongjiang,China,47.862,127.7615,02-03-2020 ,2
Yunnan,China,24.974,101.487,02-03-2020 ,0
Hebei,China,38.0428,114.5149,02-03-2020 ,1
Liaoning,China,41.2956,122.6085,02-03-2020 ,0
Shanxi,China,37.5777,112.2922,02-03-2020 ,0
Hainan,China,19.1959,109.7453,02-03-2020 ,1
Tianjin,China,39.3054,117.323,02-03-2020 ,0
Gansu,China,36.0611,103.8343,02-03-2020 ,0
Guizhou,China,26.8154,106.8748,02-03-2020 ,0
Inner Mongolia,China,44.0935,113.9448,02-03-2020 ,0
Jilin,China,43.6661,126.1923,02-03-2020 ,0
Ningxia,China,37.2692,106.1655,02-03-2020 ,0
Xinjiang,China,41.1129,85.2401,02-03-2020 ,0
,Japan,36,138,02-03-2020 ,0
,Thailand,15,101,02-03-2020 ,0
,Singapore,1.2833,103.8333,02-03-2020 ,0
Hong Kong,Hong Kong,22.3,114.2,02-03-2020 ,0
,South Korea,36,128,02-03-2020 ,0
Qinghai,China,35.7452,95.9956,02-03-2020 ,0
,Germany,51,9,02-03-2020 ,0
Taiwan,Taiwan,23.7,121,02-03-2020 ,0
Macau,Macau,22.1667,113.55,02-03-2020 ,0
,Malaysia,2.5,112.5,02-03-2020 ,0
,Vietnam,16,108,02-03-2020 ,0
,France,47,2,02-03-2020 ,0
,United Arab Emirates,24,54,02-03-2020 ,0
New South Wales,Australia,-33.8688,151.2093,02-03-2020 ,0
Victoria,Australia,-37.8136,144.9631,02-03-2020 ,0
Ontario,Canada,51.2538,-85.3232,02-03-2020 ,0
,India,21,78,02-03-2020 ,0
Queensland,Australia,-28.0167,153.4,02-03-2020 ,0
South Australia,Australia,-34.9285,138.6007,02-03-2020 ,0
,Italy,43,12,02-03-2020 ,0
,Philippines,13,122,02-03-2020 ,1
,Russia,60,90,02-03-2020 ,0
,UK,55,-3,02-03-2020 ,0
"Chicago, IL",US,41.8781,-87.6298,02-03-2020 ,0
"Chicago, IL",US,41.8781,-87.6298,02-03-2020 ,0
"San Benito, CA",US,36.5761,-120.9876,02-03-2020 ,0
"Santa Clara, CA",US,37.3541,-121.9552,02-03-2020 ,0
"Santa Clara, CA",US,37.3541,-121.9552,02-03-2020 ,0
,Cambodia,11.55,104.9167,02-03-2020 ,0
British Columbia,Canada,49.2827,-123.1207,02-03-2020 ,0
,Finland,64,26,02-03-2020 ,0
Tibet,China,31.6927,88.0924,02-03-2020 ,0
,Nepal,28.1667,84.25,02-03-2020 ,0
,Spain,40,-4,02-03-2020 ,0
,Sri Lanka,7,81,02-03-2020 ,0
,Sweden,63,16,02-03-2020 ,0
"Boston, MA",US,42.3601,-71.0589,02-03-2020 ,0
"Boston, MA",US,42.3601,-71.0589,02-03-2020 ,0
"Los Angeles, CA",US,34.0522,-118.2437,02-03-2020 ,0
"Orange, CA",US,33.7879,-117.8531,02-03-2020 ,0
"Orange, CA",US,33.7879,-117.8531,02-03-2020 ,0
"Seattle, WA",US,47.6062,-122.3321,02-03-2020 ,0
"Seattle, WA",US,47.6062,-122.3321,02-03-2020 ,0
"Tempe, AZ",US,33.4255,-111.94,02-03-2020 ,0
"Tempe, AZ",US,33.4255,-111.94,02-03-2020 ,0
Hubei,China,30.9756,112.2707,02-04-2020 ,479
Zhejiang,China,29.1832,120.0934,02-04-2020 ,0
Guangdong,China,23.3417,113.4244,02-04-2020 ,0
Henan,China,33.88202,113.614,02-04-2020 ,2
Hunan,China,27.6104,111.7088,02-04-2020 ,0
Anhui,China,31.8257,117.2264,02-04-2020 ,0
Jiangxi,China,27.614,115.7221,02-04-2020 ,0
Chongqing,China,30.0572,107.874,02-04-2020 ,2
Jiangsu,China,32.9711,119.455,02-04-2020 ,0
Sichuan,China,30.6171,102.7103,02-04-2020 ,1
Shandong,China,36.3427,118.1498,02-04-2020 ,0
Beijing,China,40.1824,116.4142,02-04-2020 ,1
Shanghai,China,31.202,121.4491,02-04-2020 ,1
Fujian,China,26.0789,117.9874,02-04-2020 ,0
Heilongjiang,China,47.862,127.7615,02-04-2020 ,2
Shaanxi,China,35.1917,108.8701,02-04-2020 ,0
Guangxi,China,23.8298,108.7881,02-04-2020 ,0
Hebei,China,38.0428,114.5149,02-04-2020 ,1
Yunnan,China,24.974,101.487,02-04-2020 ,0
Liaoning,China,41.2956,122.6085,02-04-2020 ,0
Shanxi,China,37.5777,112.2922,02-04-2020 ,0
Hainan,China,19.1959,109.7453,02-04-2020 ,1
Tianjin,China,39.3054,117.323,02-04-2020 ,0
Guizhou,China,26.8154,106.8748,02-04-2020 ,0
Gansu,China,36.0611,103.8343,02-04-2020 ,0
Jilin,China,43.6661,126.1923,02-04-2020 ,0
Inner Mongolia,China,44.0935,113.9448,02-04-2020 ,0
Ningxia,China,37.2692,106.1655,02-04-2020 ,0
Xinjiang,China,41.1129,85.2401,02-04-2020 ,0
,Thailand,15,101,02-04-2020 ,0
,Singapore,1.2833,103.8333,02-04-2020 ,0
,Japan,36,138,02-04-2020 ,0
Hong Kong,Hong Kong,22.3,114.2,02-04-2020 ,1
,South Korea,36,128,02-04-2020 ,0
Qinghai,China,35.7452,95.9956,02-04-2020 ,0
,Germany,51,9,02-04-2020 ,0
Taiwan,Taiwan,23.7,121,02-04-2020 ,0
Macau,Macau,22.1667,113.55,02-04-2020 ,0
,Malaysia,2.5,112.5,02-04-2020 ,0
,Vietnam,16,108,02-04-2020 ,0
,France,47,2,02-04-2020 ,0
,United Arab Emirates,24,54,02-04-2020 ,0
New South Wales,Australia,-33.8688,151.2093,02-04-2020 ,0
Victoria,Australia,-37.8136,144.9631,02-04-2020 ,0
Queensland,Australia,-28.0167,153.4,02-04-2020 ,0
,India,21,78,02-04-2020 ,0
South Australia,Australia,-34.9285,138.6007,02-04-2020 ,0
"Toronto, ON",Canada,43.6532,-79.3832,02-04-2020 ,0
"Toronto, ON",Canada,43.6532,-79.3832,02-04-2020 ,0
,Italy,43,12,02-04-2020 ,0
,Philippines,13,122,02-04-2020 ,1
,Russia,60,90,02-04-2020 ,0
,UK,55,-3,02-04-2020 ,0
"Chicago, IL",US,41.8781,-87.6298,02-04-2020 ,0
"Chicago, IL",US,41.8781,-87.6298,02-04-2020 ,0
"San Benito, CA",US,36.5761,-120.9876,02-04-2020 ,0
"Santa Clara, CA",US,37.3541,-121.9552,02-04-2020 ,0
"Santa Clara, CA",US,37.3541,-121.9552,02-04-2020 ,0
,Belgium,50.8333,4,02-04-2020 ,0
,Cambodia,11.55,104.9167,02-04-2020 ,0
British Columbia,Canada,49.2827,-123.1207,02-04-2020 ,0
"London, ON",Canada,42.9849,-81.2453,02-04-2020 ,0
"London, ON",Canada,42.9849,-81.2453,02-04-2020 ,0
,Finland,64,26,02-04-2020 ,0
Tibet,China,31.6927,88.0924,02-04-2020 ,0
,Nepal,28.1667,84.25,02-04-2020 ,0
,Spain,40,-4,02-04-2020 ,0
,Sri Lanka,7,81,02-04-2020 ,0
,Sweden,63,16,02-04-2020 ,0
"Boston, MA",US,42.3601,-71.0589,02-04-2020 ,0
"Boston, MA",US,42.3601,-71.0589,02-04-2020 ,0
"Los Angeles, CA",US,34.0522,-118.2437,02-04-2020 ,0
"Orange, CA",US,33.7879,-117.8531,02-04-2020 ,0
"Orange, CA",US,33.7879,-117.8531,02-04-2020 ,0
"Seattle, WA",US,47.6062,-122.3321,02-04-2020 ,0
"Seattle, WA",US,47.6062,-122.3321,02-04-2020 ,0
"Tempe, AZ",US,33.4255,-111.94,02-04-2020 ,0
"Tempe, AZ",US,33.4255,-111.94,02-04-2020 ,0
Hubei,China,30.9756,112.2707,02-05-2020 ,549
Guangdong,China,23.3417,113.4244,02-05-2020 ,0
Zhejiang,China,29.1832,120.0934,02-05-2020 ,0
Henan,China,33.88202,113.614,02-05-2020 ,2
Hunan,China,27.6104,111.7088,02-05-2020 ,0
Jiangxi,China,27.614,115.7221,02-05-2020 ,0
Anhui,China,31.8257,117.2264,02-05-2020 ,0
Chongqing,China,30.0572,107.874,02-05-2020 ,2
Jiangsu,China,32.9711,119.455,02-05-2020 ,0
Shandong,China,36.3427,118.1498,02-05-2020 ,0
Sichuan,China,30.6171,102.7103,02-05-2020 ,1
Beijing,China,40.1824,116.4142,02-05-2020 ,1
Shanghai,China,31.202,121.4491,02-05-2020 ,1
Fujian,China,26.0789,117.9874,02-05-2020 ,0
Heilongjiang,China,47.862,127.7615,02-05-2020 ,2
Shaanxi,China,35.1917,108.8701,02-05-2020 ,0
Guangxi,China,23.8298,108.7881,02-05-2020 ,0
Hebei,China,38.0428,114.5149,02-05-2020 ,1
Yunnan,China,24.974,101.487,02-05-2020 ,0
Hainan,China,19.1959,109.7453,02-05-2020 ,1
Liaoning,China,41.2956,122.6085,02-05-2020 ,0
Shanxi,China,37.5777,112.2922,02-05-2020 ,0
Tianjin,China,39.3054,117.323,02-05-2020 ,1
Guizhou,China,26.8154,106.8748,02-05-2020 ,1
Gansu,China,36.0611,103.8343,02-05-2020 ,0
Jilin,China,43.6661,126.1923,02-05-2020 ,0
Inner Mongolia,China,44.0935,113.9448,02-05-2020 ,0
Ningxia,China,37.2692,106.1655,02-05-2020 ,0
Xinjiang,China,41.1129,85.2401,02-05-2020 ,0
,Singapore,1.2833,103.8333,02-05-2020 ,0
,Thailand,15,101,02-05-2020 ,0
,Japan,36,138,02-05-2020 ,0
Hong Kong,Hong Kong,22.3,114.2,02-05-2020 ,1
,South Korea,36,128,02-05-2020 ,0
Qinghai,China,35.7452,95.9956,02-05-2020 ,0
,Germany,51,9,02-05-2020 ,0
,Malaysia,2.5,112.5,02-05-2020 ,0
Taiwan,Taiwan,23.7,121,02-05-2020 ,0
Macau,Macau,22.1667,113.55,02-05-2020 ,0
,Vietnam,16,108,02-05-2020 ,0
,France,47,2,02-05-2020 ,0
,United Arab Emirates,24,54,02-05-2020 ,0
New South Wales,Australia,-33.8688,151.2093,02-05-2020 ,0
Victoria,Australia,-37.8136,144.9631,02-05-2020 ,0
Queensland,Australia,-28.0167,153.4,02-05-2020 ,0
,India,21,78,02-05-2020 ,0
South Australia,Australia,-34.9285,138.6007,02-05-2020 ,0
British Columbia,Canada,49.2827,-123.1207,02-05-2020 ,0
"Toronto, ON",Canada,43.6532,-79.3832,02-05-2020 ,0
"Toronto, ON",Canada,43.6532,-79.3832,02-05-2020 ,0
,Italy,43,12,02-05-2020 ,0
,Philippines,13,122,02-05-2020 ,1
,Russia,60,90,02-05-2020 ,0
,UK,55,-3,02-05-2020 ,0
"Chicago, IL",US,41.8781,-87.6298,02-05-2020 ,0
"Chicago, IL",US,41.8781,-87.6298,02-05-2020 ,0
"San Benito, CA",US,36.5761,-120.9876,02-05-2020 ,0
"Santa Clara, CA",US,37.3541,-121.9552,02-05-2020 ,0
"Santa Clara, CA",US,37.3541,-121.9552,02-05-2020 ,0
,Belgium,50.8333,4,02-05-2020 ,0
,Cambodia,11.55,104.9167,02-05-2020 ,0
"London, ON",Canada,42.9849,-81.2453,02-05-2020 ,0
"London, ON",Canada,42.9849,-81.2453,02-05-2020 ,0
,Finland,64,26,02-05-2020 ,0
Tibet,China,31.6927,88.0924,02-05-2020 ,0
,Nepal,28.1667,84.25,02-05-2020 ,0
,Spain,40,-4,02-05-2020 ,0
,Sri Lanka,7,81,02-05-2020 ,0
,Sweden,63,16,02-05-2020 ,0
"Boston, MA",US,42.3601,-71.0589,02-05-2020 ,0
"Boston, MA",US,42.3601,-71.0589,02-05-2020 ,0
"Los Angeles, CA",US,34.0522,-118.2437,02-05-2020 ,0
"Madison, WI",US,43.0731,-89.4012,02-05-2020 ,0
"Orange, CA",US,33.7879,-117.8531,02-05-2020 ,0
"Orange, CA",US,33.7879,-117.8531,02-05-2020 ,0
"Seattle, WA",US,47.6062,-122.3321,02-05-2020 ,0
"Seattle, WA",US,47.6062,-122.3321,02-05-2020 ,0
"Tempe, AZ",US,33.4255,-111.94,02-05-2020 ,0
"Tempe, AZ",US,33.4255,-111.94,02-05-2020 ,0
Hubei,China,30.9756,112.2707,02-06-2020 ,618
Guangdong,China,23.3417,113.4244,02-06-2020 ,0
Zhejiang,China,29.1832,120.0934,02-06-2020 ,0
Henan,China,33.88202,113.614,02-06-2020 ,2
Hunan,China,27.6104,111.7088,02-06-2020 ,0
Jiangxi,China,27.614,115.7221,02-06-2020 ,0
Anhui,China,31.8257,117.2264,02-06-2020 ,0
Chongqing,China,30.0572,107.874,02-06-2020 ,2
Jiangsu,China,32.9711,119.455,02-06-2020 ,0
Shandong,China,36.3427,118.1498,02-06-2020 ,0
Sichuan,China,30.6171,102.7103,02-06-2020 ,1
Beijing,China,40.1824,116.4142,02-06-2020 ,1
Shanghai,China,31.202,121.4491,02-06-2020 ,1
Heilongjiang,China,47.862,127.7615,02-06-2020 ,3
Fujian,China,26.0789,117.9874,02-06-2020 ,0
Shaanxi,China,35.1917,108.8701,02-06-2020 ,0
Guangxi,China,23.8298,108.7881,02-06-2020 ,0
Hebei,China,38.0428,114.5149,02-06-2020 ,1
Yunnan,China,24.974,101.487,02-06-2020 ,0
Hainan,China,19.1959,109.7453,02-06-2020 ,1
Shanxi,China,37.5777,112.2922,02-06-2020 ,0
Liaoning,China,41.2956,122.6085,02-06-2020 ,0
Tianjin,China,39.3054,117.323,02-06-2020 ,1
Guizhou,China,26.8154,106.8748,02-06-2020 ,1
Gansu,China,36.0611,103.8343,02-06-2020 ,0
Jilin,China,43.6661,126.1923,02-06-2020 ,0
Inner Mongolia,China,44.0935,113.9448,02-06-2020 ,0
,Japan,36,138,02-06-2020 ,0
Ningxia,China,37.2692,106.1655,02-06-2020 ,0
Xinjiang,China,41.1129,85.2401,02-06-2020 ,0
,Singapore,1.2833,103.8333,02-06-2020 ,0
,Thailand,15,101,02-06-2020 ,0
Hong Kong,Hong Kong,22.3,114.2,02-06-2020 ,1
,South Korea,36,128,02-06-2020 ,0
Qinghai,China,35.7452,95.9956,02-06-2020 ,0
Taiwan,Taiwan,23.7,121,02-06-2020 ,0
,Germany,51,9,02-06-2020 ,0
,Malaysia,2.5,112.5,02-06-2020 ,0
Macau,Macau,22.1667,113.55,02-06-2020 ,0
,Vietnam,16,108,02-06-2020 ,0
,France,47,2,02-06-2020 ,0
,United Arab Emirates,24,54,02-06-2020 ,0
New South Wales,Australia,-33.8688,151.2093,02-06-2020 ,0
Queensland,Australia,-28.0167,153.4,02-06-2020 ,0
Victoria,Australia,-37.8136,144.9631,02-06-2020 ,0
,India,21,78,02-06-2020 ,0
South Australia,Australia,-34.9285,138.6007,02-06-2020 ,0
British Columbia,Canada,49.2827,-123.1207,02-06-2020 ,0
"Toronto, ON",Canada,43.6532,-79.3832,02-06-2020 ,0
"Toronto, ON",Canada,43.6532,-79.3832,02-06-2020 ,0
,Italy,43,12,02-06-2020 ,0
,Philippines,13,122,02-06-2020 ,1
,Russia,60,90,02-06-2020 ,0
,UK,55,-3,02-06-2020 ,0
"Chicago, IL",US,41.8781,-87.6298,02-06-2020 ,0
"Chicago, IL",US,41.8781,-87.6298,02-06-2020 ,0
"San Benito, CA",US,36.5761,-120.9876,02-06-2020 ,0
"Santa Clara, CA",US,37.3541,-121.9552,02-06-2020 ,0
"Santa Clara, CA",US,37.3541,-121.9552,02-06-2020 ,0
,Belgium,50.8333,4,02-06-2020 ,0
,Cambodia,11.55,104.9167,02-06-2020 ,0
"London, ON",Canada,42.9849,-81.2453,02-06-2020 ,0
"London, ON",Canada,42.9849,-81.2453,02-06-2020 ,0
,Finland,64,26,02-06-2020 ,0
Tibet,China,31.6927,88.0924,02-06-2020 ,0
,Nepal,28.1667,84.25,02-06-2020 ,0
,Spain,40,-4,02-06-2020 ,0
,Sri Lanka,7,81,02-06-2020 ,0
,Sweden,63,16,02-06-2020 ,0
"Boston, MA",US,42.3601,-71.0589,02-06-2020 ,0
"Boston, MA",US,42.3601,-71.0589,02-06-2020 ,0
"Los Angeles, CA",US,34.0522,-118.2437,02-06-2020 ,0
"Madison, WI",US,43.0731,-89.4012,02-06-2020 ,0
"Orange, CA",US,33.7879,-117.8531,02-06-2020 ,0
"Orange, CA",US,33.7879,-117.8531,02-06-2020 ,0
"Seattle, WA",US,47.6062,-122.3321,02-06-2020 ,0
"Seattle, WA",US,47.6062,-122.3321,02-06-2020 ,0
"Tempe, AZ",US,33.4255,-111.94,02-06-2020 ,0
"Tempe, AZ",US,33.4255,-111.94,02-06-2020 ,0
Hubei,China,30.9756,112.2707,02-07-2020 ,699
Guangdong,China,23.3417,113.4244,02-07-2020 ,1
Zhejiang,China,29.1832,120.0934,02-07-2020 ,0
Henan,China,33.88202,113.614,02-07-2020 ,3
Hunan,China,27.6104,111.7088,02-07-2020 ,0
Anhui,China,31.8257,117.2264,02-07-2020 ,0
Jiangxi,China,27.614,115.7221,02-07-2020 ,0
Chongqing,China,30.0572,107.874,02-07-2020 ,2
Jiangsu,China,32.9711,119.455,02-07-2020 ,0
Shandong,China,36.3427,118.1498,02-07-2020 ,0
Sichuan,China,30.6171,102.7103,02-07-2020 ,1
Beijing,China,40.1824,116.4142,02-07-2020 ,1
Heilongjiang,China,47.862,127.7615,02-07-2020 ,3
Shanghai,China,31.202,121.4491,02-07-2020 ,1
Fujian,China,26.0789,117.9874,02-07-2020 ,0
Shaanxi,China,35.1917,108.8701,02-07-2020 ,0
Guangxi,China,23.8298,108.7881,02-07-2020 ,0
Hebei,China,38.0428,114.5149,02-07-2020 ,1
Yunnan,China,24.974,101.487,02-07-2020 ,0
Hainan,China,19.1959,109.7453,02-07-2020 ,2
Shanxi,China,37.5777,112.2922,02-07-2020 ,0
Liaoning,China,41.2956,122.6085,02-07-2020 ,0
Guizhou,China,26.8154,106.8748,02-07-2020 ,1
Tianjin,China,39.3054,117.323,02-07-2020 ,1
Gansu,China,36.0611,103.8343,02-07-2020 ,0
Jilin,China,43.6661,126.1923,02-07-2020 ,1
Cruise Ship,Others,35.4437,139.638,02-07-2020 ,0
Inner Mongolia,China,44.0935,113.9448,02-07-2020 ,0
Ningxia,China,37.2692,106.1655,02-07-2020 ,0
Xinjiang,China,41.1129,85.2401,02-07-2020 ,0
,Singapore,1.2833,103.8333,02-07-2020 ,0
Hong Kong,Hong Kong,22.3,114.2,02-07-2020 ,1
,Japan,36,138,02-07-2020 ,0
,Thailand,15,101,02-07-2020 ,0
,South Korea,36,128,02-07-2020 ,0
Qinghai,China,35.7452,95.9956,02-07-2020 ,0
Taiwan,Taiwan,23.7,121,02-07-2020 ,0
,Germany,51,9,02-07-2020 ,0
,Malaysia,2.5,112.5,02-07-2020 ,0
Macau,Macau,22.1667,113.55,02-07-2020 ,0
,Vietnam,16,108,02-07-2020 ,0
,France,47,2,02-07-2020 ,0
Queensland,Australia,-28.0167,153.4,02-07-2020 ,0
,United Arab Emirates,24,54,02-07-2020 ,0
New South Wales,Australia,-33.8688,151.2093,02-07-2020 ,0
Victoria,Australia,-37.8136,144.9631,02-07-2020 ,0
British Columbia,Canada,49.2827,-123.1207,02-07-2020 ,0
,India,21,78,02-07-2020 ,0
,Italy,43,12,02-07-2020 ,0
,Philippines,13,122,02-07-2020 ,1
,UK,55,-3,02-07-2020 ,0
South Australia,Australia,-34.9285,138.6007,02-07-2020 ,0
"Toronto, ON",Canada,43.6532,-79.3832,02-07-2020 ,0
"Toronto, ON",Canada,43.6532,-79.3832,02-07-2020 ,0
,Russia,60,90,02-07-2020 ,0
"Chicago, IL",US,41.8781,-87.6298,02-07-2020 ,0
"Chicago, IL",US,41.8781,-87.6298,02-07-2020 ,0
"San Benito, CA",US,36.5761,-120.9876,02-07-2020 ,0
"Santa Clara, CA",US,37.3541,-121.9552,02-07-2020 ,0
"Santa Clara, CA",US,37.3541,-121.9552,02-07-2020 ,0
,Belgium,50.8333,4,02-07-2020 ,0
,Cambodia,11.55,104.9167,02-07-2020 ,0
"London, ON",Canada,42.9849,-81.2453,02-07-2020 ,0
"London, ON",Canada,42.9849,-81.2453,02-07-2020 ,0
,Finland,64,26,02-07-2020 ,0
Tibet,China,31.6927,88.0924,02-07-2020 ,0
,Nepal,28.1667,84.25,02-07-2020 ,0
,Spain,40,-4,02-07-2020 ,0
,Sri Lanka,7,81,02-07-2020 ,0
,Sweden,63,16,02-07-2020 ,0
"Boston, MA",US,42.3601,-71.0589,02-07-2020 ,0
"Boston, MA",US,42.3601,-71.0589,02-07-2020 ,0
