Province/State,Country/Region,Lat,Long,Date,Deaths
,Burkina Faso,12.2383,-1.5616,03-13-2020 ,0
,Burkina Faso,12.2383,-1.5616,03-13-2020 ,0
,Burkina Faso,12.2383,-1.5616,03-13-2020 ,0
,Burkina Faso,12.2383,-1.5616,03-13-2020 ,0
,Burkina Faso,12.2383,-1.5616,03-13-2020 ,0
,Burkina Faso,12.2383,-1.5616,03-13-2020 ,0
,Burkina Faso,12.2383,-1.5616,03-13-2020 ,0
,Burkina Faso,12.2383,-1.5616,03-13-2020 ,0
,Albania,41.1533,20.1683,03-13-2020 ,1
British Columbia,Canada,49.2827,-123.1207,03-13-2020 ,1
New South Wales,Australia,-33.8688,151.2093,03-13-2020 ,2
Victoria,Australia,-37.8136,144.9631,03-13-2020 ,0
Queensland,Australia,-28.0167,153.4,03-13-2020 ,0
South Australia,Australia,-34.9285,138.6007,03-13-2020 ,0
Channel Islands,United Kingdom,49.3723,-2.3644,03-13-2020 ,0
Channel Islands,United Kingdom,49.3723,-2.3644,03-13-2020 ,0
Channel Islands,United Kingdom,49.372284,-2.364351,03-13-2020 ,0
Channel Islands,United Kingdom,49.3723,-2.3644,03-13-2020 ,0
Channel Islands,United Kingdom,49.3723,-2.3644,03-13-2020 ,0
Channel Islands,United Kingdom,49.3723,-2.3644,03-13-2020 ,0
Channel Islands,United Kingdom,49.3723,-2.3644,03-13-2020 ,0
,Philippines,13,122,03-13-2020 ,5
,Nepal,28.1667,84.25,03-13-2020 ,0
,Sri Lanka,7,81,03-13-2020 ,0
,United Arab Emirates,24,54,03-13-2020 ,0
,Thailand,15,101,03-13-2020 ,1
,Cambodia,11.55,104.9167,03-13-2020 ,0
,San Marino,43.9424,12.4578,03-13-2020 ,5
Ontario,Canada,51.2538,-85.3232,03-13-2020 ,0
Australian Capital Territory,Australia,-35.4735,149.0124,03-13-2020 ,0
Australian Capital Territory,Australia,-35.4735,149.0124,03-13-2020 ,0
Australian Capital Territory,Australia,-35.4735,149.0124,03-13-2020 ,0
Australian Capital Territory,Australia,-35.4735,149.0124,03-13-2020 ,0
Australian Capital Territory,Australia,-35.4735,149.0124,03-13-2020 ,0
,Germany,51,9,03-13-2020 ,7
,Congo (Kinshasa),-4.0383,21.7587,03-13-2020 ,0
,Congo (Kinshasa),-4.0383,21.7587,03-13-2020 ,0
,Congo (Kinshasa),-4.0383,21.7587,03-13-2020 ,0
,Congo (Kinshasa),-4.0383,21.7587,03-13-2020 ,0
,Congo (Kinshasa),-4.0383,21.7587,03-13-2020 ,0
,Congo (Kinshasa),-4.0383,21.7587,03-13-2020 ,0
,Congo (Kinshasa),-4.0383,21.7587,03-13-2020 ,0
,Honduras,15.2,-86.2419,03-13-2020 ,0
,Honduras,15.2,-86.2419,03-13-2020 ,0
,Honduras,15.2,-86.2419,03-13-2020 ,0
,Honduras,15.2,-86.2419,03-13-2020 ,0
,Honduras,15.2,-86.2419,03-13-2020 ,0
,Honduras,15.2,-86.2419,03-13-2020 ,0
,Honduras,15.2,-86.2419,03-13-2020 ,0
Diamond Princess,US,35.4437,139.638,03-13-2020 ,0
Diamond Princess,US,35.4437,139.638,03-13-2020 ,0
Diamond Princess,US,35.4437,139.638,03-13-2020 ,0
Diamond Princess,US,35.4437,139.638,03-13-2020 ,0
Diamond Princess,US,35.4437,139.638,03-13-2020 ,0
Diamond Princess,US,35.4437,139.638,03-13-2020 ,0
Diamond Princess,US,35.4437,139.638,03-13-2020 ,0
Diamond Princess,US,35.4437,139.638,03-13-2020 ,0
,Algeria,28.0339,1.6596,03-13-2020 ,2
,Reunion,-21.1151,55.5364,03-13-2020 ,0
,Reunion,-21.1151,55.5364,03-13-2020 ,0
,Reunion,-21.1151,55.5364,03-13-2020 ,0
,Reunion,-21.1151,55.5364,03-13-2020 ,0
,Reunion,-21.1151,55.5364,03-13-2020 ,0
,Reunion,-21.1151,55.5364,03-13-2020 ,0
,Reunion,-21.1151,55.5364,03-13-2020 ,0
,Oman,21,57,03-13-2020 ,0
Diamond Princess,Cruise Ship,35.4437,139.638,03-13-2020 ,7
Diamond Princess,Cruise Ship,35.4437,139.638,03-13-2020 ,7
Diamond Princess,Cruise Ship,35.4498,139.6649,03-13-2020 ,7
Diamond Princess,Cruise Ship,35.4498,139.6649,03-13-2020 ,7
Diamond Princess,Cruise Ship,35.4498,139.6649,03-13-2020 ,7
Diamond Princess,Cruise Ship,35.4498,139.6649,03-13-2020 ,7
Diamond Princess,Cruise Ship,35.4498,139.6649,03-13-2020 ,7
New Brunswick,Canada,46.5653,-66.4619,03-13-2020 ,0
New Brunswick,Canada,46.5653,-66.4619,03-13-2020 ,0
New Brunswick,Canada,46.5653,-66.4619,03-13-2020 ,0
New Brunswick,Canada,46.5653,-66.4619,03-13-2020 ,0
New Brunswick,Canada,46.5653,-66.4619,03-13-2020 ,0
New Brunswick,Canada,46.5653,-66.4619,03-13-2020 ,0
New Brunswick,Canada,46.5653,-66.4619,03-13-2020 ,0
,Italy,43,12,03-13-2020 ,1266
,Iraq,33,44,03-13-2020 ,9
,Lebanon,33.8547,35.8623,03-13-2020 ,3
From Diamond Princess,Australia,35.4437,139.638,03-13-2020 ,0
,Ukraine,48.3794,31.1656,03-13-2020 ,1
,Austria,47.5162,14.5501,03-13-2020 ,1
,Switzerland,46.8182,8.2275,03-13-2020 ,11
,Ireland,53.1424,-7.6921,03-13-2020 ,1
,Georgia,42.3154,43.3569,03-13-2020 ,0
,Bangladesh,23.685,90.3563,03-13-2020 ,0
,Kuwait,29.5,47.75,03-13-2020 ,0
,North Macedonia,41.6086,21.7453,03-13-2020 ,0
,Brazil,-14.235,-51.9253,03-13-2020 ,0
,Greece,39.0742,21.8243,03-13-2020 ,1
,Sweden,63,16,03-13-2020 ,1
,Pakistan,30.3753,69.3451,03-13-2020 ,0
,Norway,60.472,8.4689,03-13-2020 ,0
France,France,46.2276,2.2137,03-13-2020 ,79
France,France,46.2276,2.2137,03-13-2020 ,79
France,France,46.2276,2.2137,03-13-2020 ,79
France,France,46.2276,2.2137,03-13-2020 ,79
France,France,46.2276,2.2137,03-13-2020 ,79
France,France,46.2276,2.2137,03-13-2020 ,79
France,France,46.2276,2.2137,03-13-2020 ,79
,Turkey,38.9637,35.2433,03-13-2020 ,0
,Turkey,38.9637,35.2433,03-13-2020 ,0
,Turkey,38.9637,35.2433,03-13-2020 ,0
,Turkey,38.9637,35.2433,03-13-2020 ,0
,Turkey,38.9637,35.2433,03-13-2020 ,0
,Turkey,38.9637,35.2433,03-13-2020 ,0
,Turkey,38.9637,35.2433,03-13-2020 ,0
,Bahrain,26.0275,50.55,03-13-2020 ,0
,Iceland,64.9631,-19.0208,03-13-2020 ,0
,Ecuador,-1.8312,-78.1834,03-13-2020 ,0
,Estonia,58.5953,25.0136,03-13-2020 ,0
Denmark,Denmark,56.2639,9.5018,03-13-2020 ,0
Denmark,Denmark,56.2639,9.5018,03-13-2020 ,0
Denmark,Denmark,56.2639,9.5018,03-13-2020 ,0
Denmark,Denmark,56.2639,9.5018,03-13-2020 ,0
Denmark,Denmark,56.2639,9.5018,03-13-2020 ,0
Denmark,Denmark,56.2639,9.5018,03-13-2020 ,0
Denmark,Denmark,56.2639,9.5018,03-13-2020 ,0
United Kingdom,United Kingdom,55.3781,-3.436,03-13-2020 ,8
United Kingdom,United Kingdom,55.3781,-3.436,03-13-2020 ,8
United Kingdom,United Kingdom,55.3781,-3.436,03-13-2020 ,8
United Kingdom,United Kingdom,55.3781,-3.436,03-13-2020 ,8
United Kingdom,United Kingdom,55.3781,-3.436,03-13-2020 ,8
,Netherlands,52.1326,5.2913,03-13-2020 ,10
,Cuba,22,-80,03-13-2020 ,0
,Cuba,21.5218,-77.7812,03-13-2020 ,0
,Cuba,21.5218,-77.7812,03-13-2020 ,0
,Cuba,21.5218,-77.7812,03-13-2020 ,0
,Cuba,21.5218,-77.7812,03-13-2020 ,0
,Cuba,21.5218,-77.7812,03-13-2020 ,0
Quebec,Canada,52.9399,-73.5491,03-13-2020 ,0
,Nigeria,9.082,8.6753,03-13-2020 ,0
,Lithuania,55.1694,23.8813,03-13-2020 ,0
,New Zealand,-40.9006,174.886,03-13-2020 ,0
,Belarus,53.7098,27.9534,03-13-2020 ,0
,Azerbaijan,40.1431,47.5769,03-13-2020 ,1
,Armenia,40.0691,45.0382,03-13-2020 ,0
,Kazakhstan,48.0196,66.9237,03-13-2020 ,0
,Kazakhstan,48.0196,66.9237,03-13-2020 ,0
,Kazakhstan,48.0196,66.9237,03-13-2020 ,0
,Kazakhstan,48.0196,66.9237,03-13-2020 ,0
,Kazakhstan,48.0196,66.9237,03-13-2020 ,0
,Iran,32,53,03-13-2020 ,514
,Israel,31,35,03-13-2020 ,0
French Polynesia,France,-17.6797,149.4068,03-13-2020 ,0
French Polynesia,France,-17.6797,149.4068,03-13-2020 ,0
French Polynesia,France,-17.6797,-149.4068,03-13-2020 ,0
French Polynesia,France,-17.6797,-149.4068,03-13-2020 ,0
French Polynesia,France,-17.6797,-149.4068,03-13-2020 ,0
Western Australia,Australia,-31.9505,115.8605,03-13-2020 ,1
,Cayman Islands,19.3133,-81.2546,03-13-2020 ,0
,Cayman Islands,19.3133,-81.2546,03-13-2020 ,0
,Cayman Islands,19.3133,-81.2546,03-13-2020 ,0
,Japan,36,138,03-13-2020 ,19
,Czechia,49.8175,15.473,03-13-2020 ,0
,Czechia,49.8175,15.473,03-13-2020 ,0
,Czechia,49.8175,15.473,03-13-2020 ,0
,Czechia,49.8175,15.473,03-13-2020 ,0
,Czechia,49.8175,15.473,03-13-2020 ,0
,Czechia,49.8175,15.473,03-13-2020 ,0
,Czechia,49.8175,15.473,03-13-2020 ,0
,Qatar,25.3548,51.1839,03-13-2020 ,0
,Singapore,1.2833,103.8333,03-13-2020 ,0
,Guadeloupe,16.265,-61.551,03-13-2020 ,0
,Guadeloupe,16.265,-61.551,03-13-2020 ,0
,Guadeloupe,16.265,-61.551,03-13-2020 ,0
,Guadeloupe,16.265,-61.551,03-13-2020 ,0
,Guadeloupe,16.265,-61.551,03-13-2020 ,0
,Dominican Republic,18.7357,-70.1627,03-13-2020 ,0
,Egypt,26,30,03-13-2020 ,2
,Bolivia,-16.2902,-63.5887,03-13-2020 ,0
,Bolivia,-16.2902,-63.5887,03-13-2020 ,0
,Bolivia,-16.2902,-63.5887,03-13-2020 ,0
,Bolivia,-16.2902,-63.5887,03-13-2020 ,0
,Bolivia,-16.2902,-63.5887,03-13-2020 ,0
,Bolivia,-16.2902,-63.5887,03-13-2020 ,0
,Bolivia,-16.2902,-63.5887,03-13-2020 ,0
Manitoba,Canada,53.7609,-98.8139,03-13-2020 ,0
Manitoba,Canada,53.7609,-98.8139,03-13-2020 ,0
Manitoba,Canada,53.7609,-98.8139,03-13-2020 ,0
Manitoba,Canada,53.7609,-98.8139,03-13-2020 ,0
Manitoba,Canada,53.7609,-98.8139,03-13-2020 ,0
Saskatchewan,Canada,52.9399,-106.4509,03-13-2020 ,0
Saskatchewan,Canada,52.9399,-106.4509,03-13-2020 ,0
Saskatchewan,Canada,52.9399,-106.4509,03-13-2020 ,0
Saskatchewan,Canada,52.9399,-106.4509,03-13-2020 ,0
Saskatchewan,Canada,52.9399,-106.4509,03-13-2020 ,0
,Indonesia,-0.7893,113.9213,03-13-2020 ,4
,"Korea, South",36,128,03-13-2020 ,66
,"Korea, South",36,128,03-13-2020 ,66
,"Korea, South",35.9078,127.7669,03-13-2020 ,66
,"Korea, South",35.9078,127.7669,03-13-2020 ,66
,"Korea, South",35.9078,127.7669,03-13-2020 ,66
,"Korea, South",35.9078,127.7669,03-13-2020 ,66
,"Korea, South",35.9078,127.7669,03-13-2020 ,66
,Latvia,56.8796,24.6032,03-13-2020 ,0
,Senegal,14.4974,-14.4524,03-13-2020 ,0
,Ethiopia,9.145,40.4897,03-13-2020 ,0
,Ethiopia,9.145,40.4897,03-13-2020 ,0
,Ethiopia,9.145,40.4897,03-13-2020 ,0
,Ethiopia,9.145,40.4897,03-13-2020 ,0
,Ethiopia,9.145,40.4897,03-13-2020 ,0
,Sudan,12.8628,30.2176,03-13-2020 ,1
,Sudan,12.8628,30.2176,03-13-2020 ,1
,Sudan,12.8628,30.2176,03-13-2020 ,1
,Sudan,12.8628,30.2176,03-13-2020 ,1
,Sudan,12.8628,30.2176,03-13-2020 ,1
,Portugal,39.3999,-8.2245,03-13-2020 ,0
,Andorra,42.5063,1.5218,03-13-2020 ,0
,Guinea,9.9456,-9.6966,03-13-2020 ,0
,Guinea,9.9456,-9.6966,03-13-2020 ,0
,Guinea,9.9456,-9.6966,03-13-2020 ,0
,Guinea,9.9456,-9.6966,03-13-2020 ,0
,Guinea,9.9456,-9.6966,03-13-2020 ,0
,Antigua and Barbuda,17.0608,-61.7964,03-13-2020 ,0
,Antigua and Barbuda,17.0608,-61.7964,03-13-2020 ,0
,Antigua and Barbuda,17.0608,-61.7964,03-13-2020 ,0
,Antigua and Barbuda,17.0608,-61.7964,03-13-2020 ,0
,Antigua and Barbuda,17.0608,-61.7964,03-13-2020 ,0
,Belgium,50.8333,4,03-13-2020 ,3
,Russia,60,90,03-13-2020 ,0
,India,21,78,03-13-2020 ,2
,Morocco,31.7917,-7.0926,03-13-2020 ,1
,Aruba,12.5211,-69.9683,03-13-2020 ,0
,Aruba,12.5211,-69.9683,03-13-2020 ,0
,Aruba,12.5211,-69.9683,03-13-2020 ,0
,Aruba,12.5211,-69.9683,03-13-2020 ,0
,Aruba,12.5211,-69.9683,03-13-2020 ,0
Grand Princess,Canada,37.6489,-122.6655,03-13-2020 ,0
Grand Princess,Canada,37.6489,-122.6655,03-13-2020 ,0
Grand Princess,Canada,37.6489,-122.6655,03-13-2020 ,0
,Argentina,-38.4161,-63.6167,03-13-2020 ,2
,Chile,-35.6751,-71.543,03-13-2020 ,0
,Jordan,31.24,36.51,03-13-2020 ,0
,Kenya,-0.0236,37.9062,03-13-2020 ,0
,Kenya,-0.0236,37.9062,03-13-2020 ,0
,Kenya,-0.0236,37.9062,03-13-2020 ,0
,Kenya,-0.0236,37.9062,03-13-2020 ,0
,Kenya,-0.0236,37.9062,03-13-2020 ,0
Saint Barthelemy,France,17.9,-62.8333,03-13-2020 ,0
Saint Barthelemy,France,17.9,-62.8333,03-13-2020 ,0
Saint Barthelemy,France,17.9,-62.8333,03-13-2020 ,0
Saint Barthelemy,France,17.9,-62.8333,03-13-2020 ,0
Saint Barthelemy,France,17.9,-62.8333,03-13-2020 ,0
Saint Barthelemy,France,17.9,-62.8333,03-13-2020 ,0
Saint Barthelemy,France,17.9,-62.8333,03-13-2020 ,0
St Martin,France,18.0708,-63.0501,03-13-2020 ,0
St Martin,France,18.0708,-63.0501,03-13-2020 ,0
St Martin,France,18.0708,-63.0501,03-13-2020 ,0
St Martin,France,18.0708,-63.0501,03-13-2020 ,0
St Martin,France,18.0708,-63.0501,03-13-2020 ,0
St Martin,France,18.0708,-63.0501,03-13-2020 ,0
St Martin,France,18.0708,-63.0501,03-13-2020 ,0
,Poland,51.9194,19.1451,03-13-2020 ,2
Faroe Islands,Denmark,61.8926,-6.9118,03-13-2020 ,0
Faroe Islands,Denmark,61.8926,-6.9118,03-13-2020 ,0
Faroe Islands,Denmark,61.8926,-6.9118,03-13-2020 ,0
Faroe Islands,Denmark,61.8926,-6.9118,03-13-2020 ,0
Faroe Islands,Denmark,61.8926,-6.9118,03-13-2020 ,0
Faroe Islands,Denmark,61.8926,-6.9118,03-13-2020 ,0
Faroe Islands,Denmark,61.8926,-6.9118,03-13-2020 ,0
Gibraltar,United Kingdom,36.1408,-5.3536,03-13-2020 ,0
Gibraltar,United Kingdom,36.1408,-5.3536,03-13-2020 ,0
Gibraltar,United Kingdom,36.1408,-5.3536,03-13-2020 ,0
Gibraltar,United Kingdom,36.1408,-5.3536,03-13-2020 ,0
Gibraltar,United Kingdom,36.1408,-5.3536,03-13-2020 ,0
Gibraltar,United Kingdom,36.1408,-5.3536,03-13-2020 ,0
Gibraltar,United Kingdom,36.1408,-5.3536,03-13-2020 ,0
,Hungary,47.1625,19.5033,03-13-2020 ,0
Northern Territory,Australia,-12.4634,130.8456,03-13-2020 ,0
Alabama,US,32.3182,-86.9023,03-13-2020 ,0
Alabama,US,32.3182,-86.9023,03-13-2020 ,0
Alabama,US,32.3182,-86.9023,03-13-2020 ,0
Alabama,US,32.3182,-86.9023,03-13-2020 ,0
Alabama,US,32.3182,-86.9023,03-13-2020 ,0
,Slovenia,46.1512,14.9955,03-13-2020 ,0
,Finland,64,26,03-13-2020 ,0
,South Africa,-30.5595,22.9375,03-13-2020 ,0
,Bosnia and Herzegovina,43.9159,17.6791,03-13-2020 ,0
,Saudi Arabia,24,45,03-13-2020 ,0
,Cote d'Ivoire,7.54,-5.5471,03-13-2020 ,0
,Cote d'Ivoire,7.54,-5.5471,03-13-2020 ,0
,Cote d'Ivoire,7.54,-5.5471,03-13-2020 ,0
,Cote d'Ivoire,7.54,-5.5471,03-13-2020 ,0
,Cote d'Ivoire,7.54,-5.5471,03-13-2020 ,0
,Cote d'Ivoire,7.54,-5.5471,03-13-2020 ,0
,Cote d'Ivoire,7.54,-5.5471,03-13-2020 ,0
,Luxembourg,49.8153,6.1296,03-13-2020 ,0
,Costa Rica,9.7489,-83.7534,03-13-2020 ,0
Alberta,Canada,53.9333,-116.5765,03-13-2020 ,0
,Bhutan,27.5142,90.4336,03-13-2020 ,0
,Spain,40,-4,03-13-2020 ,133
,Malaysia,2.5,112.5,03-13-2020 ,0
,Holy See,41.9029,12.4534,03-13-2020 ,0
,Holy See,41.9029,12.4534,03-13-2020 ,0
,Holy See,41.9029,12.4534,03-13-2020 ,0
,Holy See,41.9029,12.4534,03-13-2020 ,0
,Holy See,41.9029,12.4534,03-13-2020 ,0
,Holy See,41.9029,12.4534,03-13-2020 ,0
,Holy See,41.9029,12.4534,03-13-2020 ,0
,Holy See,41.9029,12.4534,03-13-2020 ,0
,Serbia,44.0165,21.0059,03-13-2020 ,0
,Cameroon,3.848,11.5021,03-13-2020 ,0
,Slovakia,48.669,19.699,03-13-2020 ,0
,Togo,8.6195,0.8248,03-13-2020 ,0
,Peru,-9.19,-75.0152,03-13-2020 ,0
,Romania,45.9432,24.9668,03-13-2020 ,0
,Mexico,23.6345,-102.5528,03-13-2020 ,0
,Colombia,4.5709,-74.2973,03-13-2020 ,0
Grand Princess,US,37.6489,-122.6655,03-13-2020 ,0
Grand Princess,US,37.6489,-122.6655,03-13-2020 ,0
Grand Princess,US,37.6489,-122.6655,03-13-2020 ,0
Grand Princess,US,37.64894,-122.665479,03-13-2020 ,0
Grand Princess,US,37.6489,-122.6655,03-13-2020 ,0
Grand Princess,US,37.6489,-122.6655,03-13-2020 ,0
Grand Princess,US,37.6489,-122.6655,03-13-2020 ,0
Grand Princess,US,37.6489,-122.6655,03-13-2020 ,0
,Brunei,4.5353,114.7277,03-13-2020 ,0
,Martinique,14.6415,-61.0242,03-13-2020 ,0
,French Guiana,3.9339,-53.1258,03-13-2020 ,0
,Malta,35.9375,14.3754,03-13-2020 ,0
,Paraguay,-23.4425,-58.4438,03-13-2020 ,0
,Moldova,47.4116,28.3699,03-13-2020 ,0
,Maldives,3.2028,73.2207,03-13-2020 ,0
,Bulgaria,42.7339,25.4858,03-13-2020 ,1
,Tunisia,34,9,03-13-2020 ,0
,Cyprus,35.1264,33.4299,03-13-2020 ,0
Alaska,US,61.3707,-152.4044,03-13-2020 ,0
Alaska,US,61.3707,-152.4044,03-13-2020 ,0
Alaska,US,61.3707,-152.4044,03-13-2020 ,0
Alaska,US,61.370716,-152.404419,03-13-2020 ,0
Alaska,US,61.3707,-152.4044,03-13-2020 ,0
Alaska,US,61.3707,-152.4044,03-13-2020 ,0
Alaska,US,61.3707,-152.4044,03-13-2020 ,0
Arizona,US,34.0489,-111.094,03-13-2020 ,0
Arkansas,US,34.9697,-92.3731,03-13-2020 ,0
Arkansas,US,34.9697,-92.3731,03-13-2020 ,0
Arkansas,US,34.9697,-92.3731,03-13-2020 ,0
Arkansas,US,34.969704,-92.373123,03-13-2020 ,0
Arkansas,US,34.9697,-92.3731,03-13-2020 ,0
Arkansas,US,34.9697,-92.3731,03-13-2020 ,0
Arkansas,US,34.9697,-92.3731,03-13-2020 ,0
Arkansas,US,34.9697,-92.3731,03-13-2020 ,0
California,US,36.7783,-119.418,03-13-2020 ,4
Colorado,US,39.0598,-105.3111,03-13-2020 ,0
Colorado,US,39.0598,-105.3111,03-13-2020 ,0
Colorado,US,39.0598,-105.3111,03-13-2020 ,0
Colorado,US,39.059811,-105.311104,03-13-2020 ,0
Colorado,US,39.0598,-105.3111,03-13-2020 ,0
Colorado,US,39.0598,-105.3111,03-13-2020 ,0
Colorado,US,39.0598,-105.3111,03-13-2020 ,0
Colorado,US,39.0598,-105.3111,03-13-2020 ,0
Connecticut,US,41.5978,-72.7554,03-13-2020 ,0
Connecticut,US,41.5978,-72.7554,03-13-2020 ,0
Connecticut,US,41.5978,-72.7554,03-13-2020 ,0
Connecticut,US,41.597782,-72.755371,03-13-2020 ,0
Connecticut,US,41.5978,-72.7554,03-13-2020 ,0
Connecticut,US,41.5978,-72.7554,03-13-2020 ,0
Connecticut,US,41.5978,-72.7554,03-13-2020 ,0
Connecticut,US,41.5978,-72.7554,03-13-2020 ,0
Delaware,US,39.3185,-75.5071,03-13-2020 ,0
Delaware,US,39.3185,-75.5071,03-13-2020 ,0
Delaware,US,39.3185,-75.5071,03-13-2020 ,0
Delaware,US,39.318523,-75.507141,03-13-2020 ,0
Delaware,US,39.3185,-75.5071,03-13-2020 ,0
Delaware,US,39.3185,-75.5071,03-13-2020 ,0
Delaware,US,39.3185,-75.5071,03-13-2020 ,0
Delaware,US,39.3185,-75.5071,03-13-2020 ,0
District of Columbia,US,38.8974,-77.0268,03-13-2020 ,0
District of Columbia,US,38.8974,-77.0268,03-13-2020 ,0
District of Columbia,US,38.8974,-77.0268,03-13-2020 ,0
District of Columbia,US,38.897438,-77.026817,03-13-2020 ,0
District of Columbia,US,38.8974,-77.0268,03-13-2020 ,0
District of Columbia,US,38.8974,-77.0268,03-13-2020 ,0
District of Columbia,US,38.8974,-77.0268,03-13-2020 ,0
District of Columbia,US,38.8974,-77.0268,03-13-2020 ,0
Florida,US,27.7663,-81.6868,03-13-2020 ,2
Florida,US,27.7663,-81.6868,03-13-2020 ,2
Florida,US,27.7663,-81.6868,03-13-2020 ,2
Florida,US,27.766279,-81.686783,03-13-2020 ,2
Florida,US,27.7663,-81.6868,03-13-2020 ,2
Florida,US,27.7663,-81.6868,03-13-2020 ,2
Florida,US,27.7663,-81.6868,03-13-2020 ,2
Florida,US,27.7663,-81.6868,03-13-2020 ,2
Georgia,US,33.0406,-83.6431,03-13-2020 ,1
Georgia,US,33.0406,-83.6431,03-13-2020 ,1
Georgia,US,33.0406,-83.6431,03-13-2020 ,1
Georgia,US,33.040619,-83.643074,03-13-2020 ,1
Georgia,US,33.0406,-83.6431,03-13-2020 ,1
Georgia,US,33.0406,-83.6431,03-13-2020 ,1
Georgia,US,33.0406,-83.6431,03-13-2020 ,1
Georgia,US,33.0406,-83.6431,03-13-2020 ,1
Hawaii,US,21.0943,-157.4983,03-13-2020 ,0
Hawaii,US,21.0943,-157.4983,03-13-2020 ,0
Hawaii,US,21.0943,-157.4983,03-13-2020 ,0
Hawaii,US,21.094318,-157.498337,03-13-2020 ,0
Hawaii,US,21.0943,-157.4983,03-13-2020 ,0
Hawaii,US,21.0943,-157.4983,03-13-2020 ,0
Hawaii,US,21.0943,-157.4983,03-13-2020 ,0
Hawaii,US,21.0943,-157.4983,03-13-2020 ,0
Idaho,US,44.2405,-114.4788,03-13-2020 ,0
Idaho,US,44.2405,-114.4788,03-13-2020 ,0
Idaho,US,44.2405,-114.4788,03-13-2020 ,0
Idaho,US,44.240459,-114.478828,03-13-2020 ,0
Idaho,US,44.2405,-114.4788,03-13-2020 ,0
Idaho,US,44.2405,-114.4788,03-13-2020 ,0
Idaho,US,44.2405,-114.4788,03-13-2020 ,0
Idaho,US,44.2405,-114.4788,03-13-2020 ,0
Illinois,US,40.6331,-89.3985,03-13-2020 ,0
Indiana,US,39.8494,-86.2583,03-13-2020 ,0
Indiana,US,39.8494,-86.2583,03-13-2020 ,0
Indiana,US,39.8494,-86.2583,03-13-2020 ,0
Indiana,US,39.849426,-86.258278,03-13-2020 ,0
Indiana,US,39.8494,-86.2583,03-13-2020 ,0
Indiana,US,39.8494,-86.2583,03-13-2020 ,0
Indiana,US,39.8494,-86.2583,03-13-2020 ,0
Indiana,US,39.8494,-86.2583,03-13-2020 ,0
Iowa,US,42.0115,-93.2105,03-13-2020 ,0
Iowa,US,42.0115,-93.2105,03-13-2020 ,0
Iowa,US,42.0115,-93.2105,03-13-2020 ,0
Iowa,US,42.011539,-93.210526,03-13-2020 ,0
Iowa,US,42.0115,-93.2105,03-13-2020 ,0
Iowa,US,42.0115,-93.2105,03-13-2020 ,0
Iowa,US,42.0115,-93.2105,03-13-2020 ,0
Iowa,US,42.0115,-93.2105,03-13-2020 ,0
Kansas,US,38.5266,-96.7265,03-13-2020 ,1
Kansas,US,38.5266,-96.7265,03-13-2020 ,1
Kansas,US,38.5266,-96.7265,03-13-2020 ,1
Kansas,US,38.5266,-96.726486,03-13-2020 ,1
Kansas,US,38.5266,-96.7265,03-13-2020 ,1
Kansas,US,38.5266,-96.7265,03-13-2020 ,1
Kansas,US,38.5266,-96.7265,03-13-2020 ,1
Kansas,US,38.5266,-96.7265,03-13-2020 ,1
Kentucky,US,37.6681,-84.6701,03-13-2020 ,0
Kentucky,US,37.6681,-84.6701,03-13-2020 ,0
Kentucky,US,37.6681,-84.6701,03-13-2020 ,0
Kentucky,US,37.66814,-84.670067,03-13-2020 ,0
Kentucky,US,37.6681,-84.6701,03-13-2020 ,0
Kentucky,US,37.6681,-84.6701,03-13-2020 ,0
Kentucky,US,37.6681,-84.6701,03-13-2020 ,0
Kentucky,US,37.6681,-84.6701,03-13-2020 ,0
Louisiana,US,31.1695,-91.8678,03-13-2020 ,0
Louisiana,US,31.1695,-91.8678,03-13-2020 ,0
Louisiana,US,31.1695,-91.8678,03-13-2020 ,0
Louisiana,US,31.169546,-91.867805,03-13-2020 ,0
Louisiana,US,31.1695,-91.8678,03-13-2020 ,0
Louisiana,US,31.1695,-91.8678,03-13-2020 ,0
Louisiana,US,31.1695,-91.8678,03-13-2020 ,0
Louisiana,US,31.1695,-91.8678,03-13-2020 ,0
Maine,US,44.6939,-69.3819,03-13-2020 ,0
Maine,US,44.6939,-69.3819,03-13-2020 ,0
Maine,US,44.6939,-69.3819,03-13-2020 ,0
Maine,US,44.693947,-69.381927,03-13-2020 ,0
Maine,US,44.6939,-69.3819,03-13-2020 ,0
Maine,US,44.6939,-69.3819,03-13-2020 ,0
Maine,US,44.6939,-69.3819,03-13-2020 ,0
Maine,US,44.6939,-69.3819,03-13-2020 ,0
Maryland,US,39.0639,-76.8021,03-13-2020 ,0
Maryland,US,39.0639,-76.8021,03-13-2020 ,0
Maryland,US,39.0639,-76.8021,03-13-2020 ,0
Maryland,US,39.063946,-76.802101,03-13-2020 ,0
Maryland,US,39.0639,-76.8021,03-13-2020 ,0
Maryland,US,39.0639,-76.8021,03-13-2020 ,0
Maryland,US,39.0639,-76.8021,03-13-2020 ,0
Maryland,US,39.0639,-76.8021,03-13-2020 ,0
Massachusetts,US,42.2302,-71.5301,03-13-2020 ,0
Massachusetts,US,42.2302,-71.5301,03-13-2020 ,0
Massachusetts,US,42.2302,-71.5301,03-13-2020 ,0
Massachusetts,US,42.230171,-71.530106,03-13-2020 ,0
Massachusetts,US,42.2302,-71.5301,03-13-2020 ,0
