Province/State,Country/Region,Lat,Long,Date,Confirmed,Last Update
"Douglas County, NE",US,41.3148,-96.1951,03-07-2020 ,1,
"El Paso County, CO",US,38.9108,-104.4723,03-07-2020 ,1,
"Fayette County, KY",US,38.0606,-84.4803,03-07-2020 ,1,
"Grant County, WA",US,47.1981,-119.3732,03-07-2020 ,1,
"Honolulu County, HI",US,21.307,-157.8584,03-07-2020 ,1,
"Humboldt County, CA",US,40.745,-123.8695,03-07-2020 ,1,
"Jackson County, OR ",US,42.3345,-122.7647,03-07-2020 ,1,
"Jefferson County, WA",US,47.7425,-123.304,03-07-2020 ,1,
"Kershaw County, SC",US,34.3672,-80.5883,03-07-2020 ,1,
"Klamath County, OR",US,42.6953,-121.6142,03-07-2020 ,1,
"Madera County, CA",US,37.2519,-119.6963,03-07-2020 ,1,
"Madison, WI",US,43.0731,-89.4012,03-07-2020 ,1,
"Marion County, IN",US,39.8362,-86.1752,03-07-2020 ,1,
"Middlesex County, MA",US,42.4672,-71.2874,03-07-2020 ,1,
"Pierce County, WA",US,47.0676,-122.1295,03-07-2020 ,1,
"Plymouth County, MA",US,42.1615,-70.7928,03-07-2020 ,1,
"Ramsey County, MN",US,44.9964,-93.0616,03-07-2020 ,1,
"San Antonio, TX",US,29.4241,-98.4936,03-07-2020 ,1,
"Santa Cruz County, CA",US,36.9741,-122.0308,03-07-2020 ,1,
"Santa Rosa County, FL",US,30.769,-86.9824,03-07-2020 ,1,
"Sarasota, FL",US,27.3364,-82.5307,03-07-2020 ,1,
"Sonoma County, CA",US,38.578,-122.9888,03-07-2020 ,1,
"Tulsa County, OK",US,36.1593,-95.941,03-07-2020 ,1,
"Umatilla, OR",US,45.775,-118.7606,03-07-2020 ,1,
"Wake County, NC",US,35.8032,-78.5661,03-07-2020 ,1,
"Washoe County, NV",US,40.5608,-119.6035,03-07-2020 ,1,
"Wayne County, PA",US,41.6739,-75.2479,03-07-2020 ,1,
"Williamson County, TN",US,35.9179,-86.8622,03-07-2020 ,1,
"Yolo County, CA",US,38.7646,-121.9018,03-07-2020 ,1,
,Ukraine,48.3794,31.1656,03-07-2020 ,1,
,Vatican City,41.9029,12.4534,03-07-2020 ,1,
From Diamond Princess,Australia,35.4437,139.638,03-07-2020 ,0,
Northern Territory,Australia,-12.4634,130.8456,03-07-2020 ,0,
"Lackland, TX (From Diamond Princess)",US,29.3829,-98.6134,03-07-2020 ,0,
"Montgomery County, TX",US,30.3213,-95.4778,03-07-2020 ,0,
"Omaha, NE (From Diamond Princess)",US,41.2545,-95.9758,03-07-2020 ,0,
"Travis, CA (From Diamond Princess)",US,38.2721,-121.9399,03-07-2020 ,0,
Hubei,China,30.9756,112.2707,03-08-2020 ,67707,
,Italy,43,12,03-08-2020 ,7375,
,South Korea,36,128,03-08-2020 ,7314,
,Iran,32,53,03-08-2020 ,6566,
Guangdong,China,23.3417,113.4244,03-08-2020 ,1352,
Henan,China,33.88202,113.614,03-08-2020 ,1272,
Zhejiang,China,29.1832,120.0934,03-08-2020 ,1215,
,France,47,2,03-08-2020 ,1126,
,Germany,51,9,03-08-2020 ,1040,
Hunan,China,27.6104,111.7088,03-08-2020 ,1018,
Anhui,China,31.8257,117.2264,03-08-2020 ,990,
Jiangxi,China,27.614,115.7221,03-08-2020 ,935,
Shandong,China,36.3427,118.1498,03-08-2020 ,758,
Diamond Princess cruise ship,Others,35.4437,139.638,03-08-2020 ,696,
,Spain,40,-4,03-08-2020 ,673,
Jiangsu,China,32.9711,119.455,03-08-2020 ,631,
Chongqing,China,30.0572,107.874,03-08-2020 ,576,
Sichuan,China,30.6171,102.7103,03-08-2020 ,539,
,Japan,36,138,03-08-2020 ,502,
Heilongjiang,China,47.862,127.7615,03-08-2020 ,481,
Beijing,China,40.1824,116.4142,03-08-2020 ,428,
Shanghai,China,31.202,121.4491,03-08-2020 ,342,
,Switzerland,46.8182,8.2275,03-08-2020 ,337,
Hebei,China,38.0428,114.5149,03-08-2020 ,318,
Fujian,China,26.0789,117.9874,03-08-2020 ,296,
,UK,55,-3,03-08-2020 ,273,
,Netherlands,52.1326,5.2913,03-08-2020 ,265,
Guangxi,China,23.8298,108.7881,03-08-2020 ,252,
Shaanxi,China,35.1917,108.8701,03-08-2020 ,245,
,Sweden,63,16,03-08-2020 ,203,
,Belgium,50.8333,4,03-08-2020 ,200,
,Norway,60.472,8.4689,03-08-2020 ,176,
Yunnan,China,24.974,101.487,03-08-2020 ,174,
Hainan,China,19.1959,109.7453,03-08-2020 ,168,
,Singapore,1.2833,103.8333,03-08-2020 ,150,
Guizhou,China,26.8154,106.8748,03-08-2020 ,146,
Tianjin,China,39.3054,117.323,03-08-2020 ,136,
Shanxi,China,37.5777,112.2922,03-08-2020 ,133,
Liaoning,China,41.2956,122.6085,03-08-2020 ,125,
Gansu,China,36.0611,103.8343,03-08-2020 ,124,
Hong Kong,Hong Kong,22.3,114.2,03-08-2020 ,114,
,Austria,47.5162,14.5501,03-08-2020 ,104,
,Malaysia,2.5,112.5,03-08-2020 ,99,
Jilin,China,43.6661,126.1923,03-08-2020 ,93,
,Bahrain,26.0275,50.55,03-08-2020 ,85,
"King County, WA",US,47.6062,-122.3321,03-08-2020 ,83,
"Westchester County, NY",US,41.122,-73.7949,03-08-2020 ,83,
Xinjiang,China,41.1129,85.2401,03-08-2020 ,76,
Inner Mongolia,China,44.0935,113.9448,03-08-2020 ,75,
Ningxia,China,37.2692,106.1655,03-08-2020 ,75,
,Greece,39.0742,21.8243,03-08-2020 ,73,
,Kuwait,29.5,47.75,03-08-2020 ,64,
,Iraq,33,44,03-08-2020 ,60,
,Iceland,64.9631,-19.0208,03-08-2020 ,50,
,Thailand,15,101,03-08-2020 ,50,
,Egypt,26,30,03-08-2020 ,49,
Taiwan,Taiwan,23.7,121,03-08-2020 ,45,
Unassigned Location (From Diamond Princess),US,35.4437,139.638,03-08-2020 ,45,
,United Arab Emirates,24,54,03-08-2020 ,45,
,India,21,78,03-08-2020 ,39,
,Israel,31,35,03-08-2020 ,39,
New South Wales,Australia,-33.8688,151.2093,03-08-2020 ,38,
"Santa Clara County, CA",US,37.3541,-121.9552,03-08-2020 ,38,
,San Marino,43.9424,12.4578,03-08-2020 ,36,
,Denmark,56.2639,9.5018,03-08-2020 ,35,
,Lebanon,33.8547,35.8623,03-08-2020 ,32,
,Czech Republic,49.8175,15.473,03-08-2020 ,31,
"Snohomish County, WA",US,48.033,-121.8339,03-08-2020 ,31,
,Portugal,39.3999,-8.2245,03-08-2020 ,30,
,Vietnam,16,108,03-08-2020 ,30,
"Toronto, ON",Canada,43.6532,-79.3832,03-08-2020 ,28,
"Toronto, ON",Canada,43.6532,-79.3832,03-08-2020 ,28,
British Columbia,Canada,49.2827,-123.1207,03-08-2020 ,27,
,Finland,64,26,03-08-2020 ,23,
,Palestine,31.9522,35.2332,03-08-2020 ,22,
,Republic of Ireland,53.1424,-7.6921,03-08-2020 ,21,
Grand Princess Cruise Ship,US,37.6489,-122.6655,03-08-2020 ,21,
,Brazil,-14.235,-51.9253,03-08-2020 ,20,
,Algeria,28.0339,1.6596,03-08-2020 ,19,
,Ireland,53.1424,-7.6921,03-08-2020 ,19,
Qinghai,China,35.7452,95.9956,03-08-2020 ,18,
,Russia,60,90,03-08-2020 ,17,
,Oman,21,57,03-08-2020 ,16,
,Slovenia,46.1512,14.9955,03-08-2020 ,16,
Queensland,Australia,-28.0167,153.4,03-08-2020 ,15,
,Qatar,25.3548,51.1839,03-08-2020 ,15,
,Romania,45.9432,24.9668,03-08-2020 ,15,
,Ecuador,-1.8312,-78.1834,03-08-2020 ,14,
"Los Angeles, CA",US,34.0522,-118.2437,03-08-2020 ,14,
,Georgia,42.3154,43.3569,03-08-2020 ,13,
,Argentina,-38.4161,-63.6167,03-08-2020 ,12,
,Croatia,45.1,15.2,03-08-2020 ,12,
"Contra Costa County, CA",US,37.8534,-121.9018,03-08-2020 ,12,
"New York County, NY",US,40.7128,-74.006,03-08-2020 ,12,
Victoria,Australia,-37.8136,144.9631,03-08-2020 ,11,
,Poland,51.9194,19.1451,03-08-2020 ,11,
,Saudi Arabia,24,45,03-08-2020 ,11,
,Estonia,58.5953,25.0136,03-08-2020 ,10,
Macau,Macau,22.1667,113.55,03-08-2020 ,10,
,Philippines,13,122,03-08-2020 ,10,
,Azerbaijan,40.1431,47.5769,03-08-2020 ,9,
"San Francisco County, CA",US,37.7749,-122.4194,03-08-2020 ,9,
,Chile,-35.6751,-71.543,03-08-2020 ,8,
"Suffolk County, MA",US,42.3601,-71.0589,03-08-2020 ,8,
"Washington County, OR",US,45.547,-123.1386,03-08-2020 ,8,
South Australia,Australia,-34.9285,138.6007,03-08-2020 ,7,
,Hungary,47.1625,19.5033,03-08-2020 ,7,
,Mexico,23.6345,-102.5528,03-08-2020 ,7,
"Cook County, IL",US,41.7377,-87.6976,03-08-2020 ,7,
"Middlesex County, MA",US,42.4672,-71.2874,03-08-2020 ,7,
,Belarus,53.7098,27.9534,03-08-2020 ,6,
,Indonesia,-0.7893,113.9213,03-08-2020 ,6,
,Pakistan,30.3753,69.3451,03-08-2020 ,6,
,Peru,-9.19,-75.0152,03-08-2020 ,6,
"Fort Bend County, TX",US,29.5693,-95.8143,03-08-2020 ,6,
"Norfolk County, MA",US,42.1767,-71.1449,03-08-2020 ,6,
,Costa Rica,9.7489,-83.7534,03-08-2020 ,5,
,Dominican Republic,18.7357,-70.1627,03-08-2020 ,5,
,French Guiana,3.9339,-53.1258,03-08-2020 ,5,
,New Zealand,-40.9006,174.886,03-08-2020 ,5,
"Harris County, TX",US,29.7752,-95.3103,03-08-2020 ,5,
"Nassau County, NY",US,40.6546,-73.5594,03-08-2020 ,5,
"Placer County, CA",US,39.0916,-120.8039,03-08-2020 ,5,
"Unassigned Location, WA",US,47.7511,-120.7401,03-08-2020 ,5,
,Afghanistan,33,65,03-08-2020 ,4,
,Bulgaria,42.7339,25.4858,03-08-2020 ,4,
" Montreal, QC",Canada,45.5017,-73.5673,03-08-2020 ,4,
" Montreal, QC",Canada,45.5017,-73.5673,03-08-2020 ,4,
,Maldives,3.2028,73.2207,03-08-2020 ,4,
,Senegal,14.4974,-14.4524,03-08-2020 ,4,
"Bergen County, NJ",US,40.9263,-74.077,03-08-2020 ,4,
"Grafton County, NH",US,43.9088,-71.826,03-08-2020 ,4,
"Montgomery County, MD",US,39.1547,-77.2405,03-08-2020 ,4,
"Montgomery County, PA",US,40.229,-75.3879,03-08-2020 ,4,
"Pierce County, WA",US,47.0676,-122.1295,03-08-2020 ,4,
Western Australia,Australia,-31.9505,115.8605,03-08-2020 ,3,
,Bangladesh,23.685,90.3563,03-08-2020 ,3,
,Bosnia and Herzegovina,43.9159,17.6791,03-08-2020 ,3,
"Edmonton, Alberta",Canada,53.5461,-113.4938,03-08-2020 ,3,
,Luxembourg,49.8153,6.1296,03-08-2020 ,3,
,Malta,35.9375,14.3754,03-08-2020 ,3,
,North Macedonia,41.6086,21.7453,03-08-2020 ,3,
,Saint Barthelemy,17.9,-62.8333,03-08-2020 ,3,
,Slovakia,48.669,19.699,03-08-2020 ,3,
,South Africa,-30.5595,22.9375,03-08-2020 ,3,
"Douglas County, CO",US,39.2587,-104.9389,03-08-2020 ,3,
"Fulton County, GA",US,33.8034,-84.3963,03-08-2020 ,3,
"Maricopa County, AZ",US,33.2918,-112.4291,03-08-2020 ,3,
"Orange County, CA",US,33.7879,-117.8531,03-08-2020 ,3,
"Providence County, RI",US,41.8882,-71.4774,03-08-2020 ,3,
"San Diego County, CA",US,32.7157,-117.1611,03-08-2020 ,3,
Tasmania,Australia,-41.4545,145.9707,03-08-2020 ,2,
,Cambodia,11.55,104.9167,03-08-2020 ,2,
,Cameroon,3.848,11.5021,03-08-2020 ,2,
,Faroe Islands,61.8926,-6.9118,03-08-2020 ,2,
,Latvia,56.8796,24.6032,03-08-2020 ,2,
,Martinique,14.6415,-61.0242,03-08-2020 ,2,
,Morocco,31.7917,-7.0926,03-08-2020 ,2,
,Tunisia,34,9,03-08-2020 ,2,
"Alameda County, CA",US,37.6017,-121.7195,03-08-2020 ,2,
"Broward County, FL",US,26.1901,-80.3659,03-08-2020 ,2,
"Clark County, NV",US,36.0796,-115.094,03-08-2020 ,2,
"Denver County, CO",US,39.7392,-104.9903,03-08-2020 ,2,
"Fairfax County, VA",US,38.9085,-77.2405,03-08-2020 ,2,
"Hillsborough, FL",US,27.9904,-82.3018,03-08-2020 ,2,
"Jackson County, OR ",US,42.3345,-122.7647,03-08-2020 ,2,
"Lee County, FL",US,26.663,-81.9535,03-08-2020 ,2,
"Pinal County, AZ",US,32.8162,-111.2845,03-08-2020 ,2,
"Rockingham County, NH",US,42.9931,-71.0498,03-08-2020 ,2,
"Rockland County, NY",US,41.1489,-73.983,03-08-2020 ,2,
"Sacramento County, CA",US,38.4747,-121.3542,03-08-2020 ,2,
"San Benito, CA",US,36.5761,-120.9876,03-08-2020 ,2,
"San Mateo, CA",US,37.563,-122.3255,03-08-2020 ,2,
"Saratoga County, NY",US,43.0324,-73.936,03-08-2020 ,2,
"Summit County, CO",US,39.5912,-106.064,03-08-2020 ,2,
"Washington, D.C.",US,38.9072,-77.0369,03-08-2020 ,2,
"Washoe County, NV",US,40.5608,-119.6035,03-08-2020 ,2,
,Andorra,42.5063,1.5218,03-08-2020 ,1,
,Armenia,40.0691,45.0382,03-08-2020 ,1,
,Bhutan,27.5142,90.4336,03-08-2020 ,1,
"Calgary, Alberta",Canada,51.0447,-114.0719,03-08-2020 ,1,
"London, ON",Canada,42.9849,-81.2453,03-08-2020 ,1,
"London, ON",Canada,42.9849,-81.2453,03-08-2020 ,1,
,Colombia,4.5709,-74.2973,03-08-2020 ,1,
,Gibraltar,36.1408,-5.3536,03-08-2020 ,1,
,Jordan,31.24,36.51,03-08-2020 ,1,
,Liechtenstein,47.14,9.55,03-08-2020 ,1,
,Lithuania,55.1694,23.8813,03-08-2020 ,1,
Tibet,China,31.6927,88.0924,03-08-2020 ,1,
,Moldova,47.4116,28.3699,03-08-2020 ,1,
,Monaco,43.7333,7.4167,03-08-2020 ,1,
,Nepal,28.1667,84.25,03-08-2020 ,1,
,Nigeria,9.082,8.6753,03-08-2020 ,1,
,Paraguay,-23.4425,-58.4438,03-08-2020 ,1,
,Serbia,44.0165,21.0059,03-08-2020 ,1,
,Sri Lanka,7,81,03-08-2020 ,1,
,Togo,8.6195,0.8248,03-08-2020 ,1,
"Berkshire County, MA",US,42.3118,-73.1822,03-08-2020 ,1,
"Charleston County, SC",US,32.7957,-79.7848,03-08-2020 ,1,
"Chatham County, NC",US,35.7211,-79.1781,03-08-2020 ,1,
"Clark County, WA",US,45.7466,-122.5194,03-08-2020 ,1,
"Cobb County, GA",US,33.8999,-84.5641,03-08-2020 ,1,
"Davidson County, TN",US,36.1343,-86.822,03-08-2020 ,1,
"Davis County, UT",US,40.9629,-112.0953,03-08-2020 ,1,
"Delaware County, PA",US,39.9078,-75.3879,03-08-2020 ,1,
"Douglas County, NE",US,41.3148,-96.1951,03-08-2020 ,1,
"Douglas County, OR",US,43.1261,-123.2492,03-08-2020 ,1,
"El Paso County, CO",US,38.9108,-104.4723,03-08-2020 ,1,
"Fairfield County, CT",US,41.256,-73.3709,03-08-2020 ,1,
"Fayette County, KY",US,38.0606,-84.4803,03-08-2020 ,1,
"Fresno County, CA",US,36.9859,-119.2321,03-08-2020 ,1,
"Grant County, WA",US,47.1981,-119.3732,03-08-2020 ,1,
"Harford County, MD",US,39.5839,-76.3637,03-08-2020 ,1,
"Hendricks County, IN",US,39.8065,-86.5401,03-08-2020 ,1,
"Honolulu County, HI",US,21.307,-157.8584,03-08-2020 ,1,
"Hudson County, NJ",US,40.7453,-74.0535,03-08-2020 ,1,
"Humboldt County, CA",US,40.745,-123.8695,03-08-2020 ,1,
"Jefferson County, WA",US,47.7425,-123.304,03-08-2020 ,1,
"Johnson County, KS",US,38.8454,-94.8521,03-08-2020 ,1,
"Kershaw County, SC",US,34.3672,-80.5883,03-08-2020 ,1,
"Kittitas County, WA",US,47.175,-120.9319,03-08-2020 ,1,
"Klamath County, OR",US,42.6953,-121.6142,03-08-2020 ,1,
"Madera County, CA",US,37.2519,-119.6963,03-08-2020 ,1,
"Madison, WI",US,43.0731,-89.4012,03-08-2020 ,1,
"Manatee County, FL",US,27.4799,-82.3452,03-08-2020 ,1,
"Marion County, IN",US,39.8362,-86.1752,03-08-2020 ,1,
"Marion County, OR",US,44.8446,-122.5927,03-08-2020 ,1,
"Okaloosa County, FL",US,30.5773,-86.6611,03-08-2020 ,1,
"Plymouth County, MA",US,42.1615,-70.7928,03-08-2020 ,1,
"Polk County, GA",US,34.0132,-85.1479,03-08-2020 ,1,
"Ramsey County, MN",US,44.9964,-93.0616,03-08-2020 ,1,
"Riverside County, CA",US,33.9533,-117.3961,03-08-2020 ,1,
"San Antonio, TX",US,29.4241,-98.4936,03-08-2020 ,1,
"Santa Rosa County, FL",US,30.769,-86.9824,03-08-2020 ,1,
"Sarasota, FL",US,27.3364,-82.5307,03-08-2020 ,1,
"Shelby County, TN",US,35.1269,-89.9253,03-08-2020 ,1,
"Sonoma County, CA",US,38.578,-122.9888,03-08-2020 ,1,
"Spokane County, WA",US,47.6587,-117.4225,03-08-2020 ,1,
"St. Louis County, MO",US,38.6103,-90.4125,03-08-2020 ,1,
"Suffolk County, NY",US,40.9849,-72.6151,03-08-2020 ,1,
"Tulsa County, OK",US,36.1593,-95.941,03-08-2020 ,1,
"Ulster County, NY",US,41.8586,-74.3118,03-08-2020 ,1,
"Umatilla, OR",US,45.775,-118.7606,03-08-2020 ,1,
"Unassigned Location, VT",US,44.3378,-72.7563,03-08-2020 ,1,
"Unknown Location, MA",US,42.4072,-71.3824,03-08-2020 ,1,
"Volusia County, FL",US,29.028,-81.0755,03-08-2020 ,1,
"Wake County, NC",US,35.8032,-78.5661,03-08-2020 ,1,
"Wayne County, PA",US,41.6739,-75.2479,03-08-2020 ,1,
"Williamson County, TN",US,35.9179,-86.8622,03-08-2020 ,1,
"Yolo County, CA",US,38.7646,-121.9018,03-08-2020 ,1,
,Ukraine,48.3794,31.1656,03-08-2020 ,1,
,Vatican City,41.9029,12.4534,03-08-2020 ,1,
From Diamond Princess,Australia,35.4437,139.638,03-08-2020 ,0,
Northern Territory,Australia,-12.4634,130.8456,03-08-2020 ,0,
"Lackland, TX (From Diamond Princess)",US,29.3829,-98.6134,03-08-2020 ,0,
"Montgomery County, TX",US,30.3213,-95.4778,03-08-2020 ,0,
"Omaha, NE (From Diamond Princess)",US,41.2545,-95.9758,03-08-2020 ,0,
"Travis, CA (From Diamond Princess)",US,38.2721,-121.9399,03-08-2020 ,0,
Hubei,China,30.9756,112.2707,03-09-2020 ,67743,
,Italy,43,12,03-09-2020 ,9172,
,South Korea,36,128,03-09-2020 ,7478,
,Iran,32,53,03-09-2020 ,7161,
Guangdong,China,23.3417,113.4244,03-09-2020 ,1352,
Henan,China,33.88202,113.614,03-09-2020 ,1272,
Zhejiang,China,29.1832,120.0934,03-09-2020 ,1215,
,France,47,2,03-09-2020 ,1209,
,Germany,51,9,03-09-2020 ,1176,
,Spain,40,-4,03-09-2020 ,1073,
Hunan,China,27.6104,111.7088,03-09-2020 ,1018,
Anhui,China,31.8257,117.2264,03-09-2020 ,990,
Jiangxi,China,27.614,115.7221,03-09-2020 ,935,
Shandong,China,36.3427,118.1498,03-09-2020 ,758,
Diamond Princess cruise ship,Others,35.4437,139.638,03-09-2020 ,696,
Jiangsu,China,32.9711,119.455,03-09-2020 ,631,
Chongqing,China,30.0572,107.874,03-09-2020 ,576,
Sichuan,China,30.6171,102.7103,03-09-2020 ,539,
,Japan,36,138,03-09-2020 ,511,
Heilongjiang,China,47.862,127.7615,03-09-2020 ,481,
Beijing,China,40.1824,116.4142,03-09-2020 ,428,
,Switzerland,46.8182,8.2275,03-09-2020 ,374,
Shanghai,China,31.202,121.4491,03-09-2020 ,342,
,Netherlands,52.1326,5.2913,03-09-2020 ,321,
,UK,55,-3,03-09-2020 ,321,
Hebei,China,38.0428,114.5149,03-09-2020 ,318,
Fujian,China,26.0789,117.9874,03-09-2020 ,296,
Guangxi,China,23.8298,108.7881,03-09-2020 ,252,
,Sweden,63,16,03-09-2020 ,248,
Shaanxi,China,35.1917,108.8701,03-09-2020 ,245,
,Belgium,50.8333,4,03-09-2020 ,239,
,Norway,60.472,8.4689,03-09-2020 ,205,
Yunnan,China,24.974,101.487,03-09-2020 ,174,
Hainan,China,19.1959,109.7453,03-09-2020 ,168,
,Singapore,1.2833,103.8333,03-09-2020 ,150,
Guizhou,China,26.8154,106.8748,03-09-2020 ,146,
Tianjin,China,39.3054,117.323,03-09-2020 ,136,
Shanxi,China,37.5777,112.2922,03-09-2020 ,133,
,Austria,47.5162,14.5501,03-09-2020 ,131,
Liaoning,China,41.2956,122.6085,03-09-2020 ,125,
Gansu,China,36.0611,103.8343,03-09-2020 ,124,
,Malaysia,2.5,112.5,03-09-2020 ,117,
Hong Kong,Hong Kong,22.3,114.2,03-09-2020 ,115,
"Westchester County, NY",US,41.122,-73.7949,03-09-2020 ,98,
,Bahrain,26.0275,50.55,03-09-2020 ,95,
Jilin,China,43.6661,126.1923,03-09-2020 ,93,
,Denmark,56.2639,9.5018,03-09-2020 ,90,
"King County, WA",US,47.6062,-122.3321,03-09-2020 ,83,
Xinjiang,China,41.1129,85.2401,03-09-2020 ,76,
Inner Mongolia,China,44.0935,113.9448,03-09-2020 ,75,
Ningxia,China,37.2692,106.1655,03-09-2020 ,75,
,Greece,39.0742,21.8243,03-09-2020 ,73,
,Kuwait,29.5,47.75,03-09-2020 ,64,
,Iraq,33,44,03-09-2020 ,60,
,Iceland,64.9631,-19.0208,03-09-2020 ,58,
,Egypt,26,30,03-09-2020 ,55,
,Thailand,15,101,03-09-2020 ,50,
New South Wales,Australia,-33.8688,151.2093,03-09-2020 ,48,
Taiwan,Taiwan,23.7,121,03-09-2020 ,45,
Unassigned Location (From Diamond Princess),US,35.4437,139.638,03-09-2020 ,45,
,United Arab Emirates,24,54,03-09-2020 ,45,
,India,21,78,03-09-2020 ,43,
,Israel,31,35,03-09-2020 ,39,
"Santa Clara County, CA",US,37.3541,-121.9552,03-09-2020 ,38,
,San Marino,43.9424,12.4578,03-09-2020 ,36,
Ontario,Canada,51.2538,-85.3232,03-09-2020 ,34,
British Columbia,Canada,49.2827,-123.1207,03-09-2020 ,32,
,Lebanon,33.8547,35.8623,03-09-2020 ,32,
,Czech Republic,49.8175,15.473,03-09-2020 ,31,
"Snohomish County, WA",US,48.033,-121.8339,03-09-2020 ,31,
,Finland,64,26,03-09-2020 ,30,
,Portugal,39.3999,-8.2245,03-09-2020 ,30,
,Vietnam,16,108,03-09-2020 ,30,
,Brazil,-14.235,-51.9253,03-09-2020 ,25,
,Palestine,31.9522,35.2332,03-09-2020 ,22,
,Ireland,53.1424,-7.6921,03-09-2020 ,21,
Grand Princess Cruise Ship,US,37.6489,-122.6655,03-09-2020 ,21,
,Algeria,28.0339,1.6596,03-09-2020 ,20,
,Philippines,13,122,03-09-2020 ,20,
,Indonesia,-0.7893,113.9213,03-09-2020 ,19,
"New York County, NY",US,40.7128,-74.006,03-09-2020 ,19,
Qinghai,China,35.7452,95.9956,03-09-2020 ,18,
,Qatar,25.3548,51.1839,03-09-2020 ,18,
,Russia,60,90,03-09-2020 ,17,
"Nassau County, NY",US,40.6546,-73.5594,03-09-2020 ,17,
,Oman,21,57,03-09-2020 ,16,
,Poland,51.9194,19.1451,03-09-2020 ,16,
,Slovenia,46.1512,14.9955,03-09-2020 ,16,
Queensland,Australia,-28.0167,153.4,03-09-2020 ,15,
Victoria,Australia,-37.8136,144.9631,03-09-2020 ,15,
,Ecuador,-1.8312,-78.1834,03-09-2020 ,15,
,Georgia,42.3154,43.3569,03-09-2020 ,15,
,Romania,45.9432,24.9668,03-09-2020 ,15,
,Saudi Arabia,24,45,03-09-2020 ,15,
"Los Angeles, CA",US,34.0522,-118.2437,03-09-2020 ,14,
,Argentina,-38.4161,-63.6167,03-09-2020 ,12,
,Croatia,45.1,15.2,03-09-2020 ,12,
"Contra Costa County, CA",US,37.8534,-121.9018,03-09-2020 ,12,
,Estonia,58.5953,25.0136,03-09-2020 ,10,
Macau,Macau,22.1667,113.55,03-09-2020 ,10,
,Azerbaijan,40.1431,47.5769,03-09-2020 ,9,
,Costa Rica,9.7489,-83.7534,03-09-2020 ,9,
,Hungary,47.1625,19.5033,03-09-2020 ,9,
"San Francisco County, CA",US,37.7749,-122.4194,03-09-2020 ,9,
,Chile,-35.6751,-71.543,03-09-2020 ,8,
"Suffolk County, MA",US,42.3601,-71.0589,03-09-2020 ,8,
"Washington County, OR",US,45.547,-123.1386,03-09-2020 ,8,
South Australia,Australia,-34.9285,138.6007,03-09-2020 ,7,
Alberta,Canada,53.9333,-116.5765,03-09-2020 ,7,
,Mexico,23.6345,-102.5528,03-09-2020 ,7,
,Peru,-9.19,-75.0152,03-09-2020 ,7,
"Cook County, IL",US,41.7377,-87.6976,03-09-2020 ,7,
"Middlesex County, MA",US,42.4672,-71.2874,03-09-2020 ,7,
"Placer County, CA",US,39.0916,-120.8039,03-09-2020 ,7,
,Belarus,53.7098,27.9534,03-09-2020 ,6,
,Latvia,56.8796,24.6032,03-09-2020 ,6,
,Pakistan,30.3753,69.3451,03-09-2020 ,6,
"Fort Bend County, TX",US,29.5693,-95.8143,03-09-2020 ,6,
"Harris County, TX",US,29.7752,-95.3103,03-09-2020 ,6,
"Norfolk County, MA",US,42.1767,-71.1449,03-09-2020 ,6,
,Dominican Republic,18.7357,-70.1627,03-09-2020 ,5,
,French Guiana,3.9339,-53.1258,03-09-2020 ,5,
,New Zealand,-40.9006,174.886,03-09-2020 ,5,
"Fulton County, GA",US,33.8034,-84.3963,03-09-2020 ,5,
"Montgomery County, PA",US,40.229,-75.3879,03-09-2020 ,5,
"Unassigned Location, WA",US,47.7511,-120.7401,03-09-2020 ,5,
,Afghanistan,33,65,03-09-2020 ,4,
Western Australia,Australia,-31.9505,115.8605,03-09-2020 ,4,
,Bulgaria,42.7339,25.4858,03-09-2020 ,4,
,Maldives,3.2028,73.2207,03-09-2020 ,4,
,Senegal,14.4974,-14.4524,03-09-2020 ,4,
"Bergen County, NJ",US,40.9263,-74.077,03-09-2020 ,4,
"Grafton County, NH",US,43.9088,-71.826,03-09-2020 ,4,
"Kershaw County, SC",US,34.3672,-80.5883,03-09-2020 ,4,
"Montgomery County, MD",US,39.1547,-77.2405,03-09-2020 ,4,
"Orange County, CA",US,33.7879,-117.8531,03-09-2020 ,4,
"Pierce County, WA",US,47.0676,-122.1295,03-09-2020 ,4,
"Rockland County, NY",US,41.1489,-73.983,03-09-2020 ,4,
,Bangladesh,23.685,90.3563,03-09-2020 ,3,
,Bosnia and Herzegovina,43.9159,17.6791,03-09-2020 ,3,
Quebec,Canada,52.9399,-73.5491,03-09-2020 ,3,
,Luxembourg,49.8153,6.1296,03-09-2020 ,3,
,Malta,35.9375,14.3754,03-09-2020 ,3,
,North Macedonia,41.6086,21.7453,03-09-2020 ,3,
,Slovakia,48.669,19.699,03-09-2020 ,3,
,South Africa,-30.5595,22.9375,03-09-2020 ,3,
"Broward County, FL",US,26.1901,-80.3659,03-09-2020 ,3,
"Cobb County, GA",US,33.8999,-84.5641,03-09-2020 ,3,
"Douglas County, CO",US,39.2587,-104.9389,03-09-2020 ,3,
"Douglas County, NE",US,41.3148,-96.1951,03-09-2020 ,3,
"Johnson County, IA",US,41.6699,-91.5984,03-09-2020 ,3,
"Maricopa County, AZ",US,33.2918,-112.4291,03-09-2020 ,3,
"Providence County, RI",US,41.8882,-71.4774,03-09-2020 ,3,
